ts_code,exchange,chairman,manager,secretary,reg_capital,setup_date,province,city,website,email,office,employees
000701.SZ,SZSE,曾挺毅,王明成,陈弘,41871.3056,19961128,福建,厦门市,www.xindeco.com.cn,lht@xindeco.com.cn;chenhong@xindeco.com.cn,福建省厦门市湖里区仙岳路4688号国贸中心A栋11楼,6077.0
000702.SZ,SZSE,刘献文,邓辉,刘浩,26663.4576,19970312,湖南,岳阳市,www.chinazhjt.com.cn,zcb@chinazhjt.com.cn;dms@chinazhjt.com.cn,湖南省岳阳市屈原管理区营田镇,1047.0
000699.SZ,SZSE,陈启昕,陈启昕,陈启昕,35944.7446,19940128,黑龙江,佳木斯市,,378754050@qq.com,四川省成都市火车南站西路15号麦田中心11楼,8.0
000703.SZ,SZSE,邱奕博,邱奕博,郑新刚,368164.5407,19960813,广西,北海市,www.hengyishihua.com,hysh@hengyi.com;zxg@hengyi.com;css@hengyi.com;dxl@hengyi.com,浙江省杭州市萧山区市心北路260号恒逸·南岸明珠3栋,16557.0
000807.SZ,SZSE,张正基,丁吉林,唐正忠,312820.6556,19980320,云南,昆明市,www.ylgf.com,stock@ylgf.com;wangjs@ylgf.com;tangzz@ylgf.com,云南省昆明市呈贡区七甸街道,12000.0
000809.SZ,SZSE,隋景宝,张铁成,迟峰,82479.1293,19961105,辽宁,铁岭市,www.tielingnewcity.com.cn,tlxc809@163.com;cf0140@sina.com;qy5857@sina.com,辽宁省铁岭市凡河新区金沙江路11号,158.0
000810.SZ,SZSE,赖伟德,施驰,张知,106336.0972,20020416,四川,遂宁市,www.skyworthdigital.com,skydigital@skyworth.com;skydtbo@skyworth.com,广东省深圳市南山区科技园高新南一道创维大厦A座,7040.0
000811.SZ,SZSE,李增群,赵宝国,孙秀欣,74583.7804,19890518,山东,烟台市,www.moon-tech.com,zqb@moon-tech.com,山东省烟台市芝罘区冰轮路1号,1383.0
000812.SZ,SZSE,袁汉源,袁汉源,闫凯,76869.2614,19940106,陕西,西安市,www.jinyegroup.cn,jinye000812@163.com;yankai812@sina.com,陕西省西安市高新区锦业路1号都市之门B座19层,1469.0
000917.SZ,SZSE,王艳忠,王艳忠,谭北京,141755.6338,19990126,湖南,长沙市,www.tik.com.cn,dgcm@tik.com.cn,湖南省长沙市浏阳河大桥东湖南金鹰影视文化城,11094.0
000918.SZ,SZSE,钱永华,钱永华,韩飞,180419.15,19980814,浙江,杭州市,www.calxon-group.com,calxon@calxon.com;ir000918@evergrande.com,上海市徐汇区虹桥路536号嘉凯城集团上海办公中心,2331.0
000919.SZ,SZSE,梁玉堂,梁玉堂,徐俊扬,50400.0,19980908,江苏,南京市,www.jlyy1999.com,jlyyemail@163.com,江苏省南京市中央路238号金陵药业大厦,4767.0
000920.SZ,SZSE,蔡志奇,蔡志奇,张晓南,42200.0,19990511,贵州,贵阳市,www.crrcgc.cc/ht,dshbgs@nfht.com.cn,贵州省贵阳市乌当区高新路126号,1333.0
000921.SZ,SZSE,汤业国,段跃斌,黄倩梅,136272.537,19970421,广东,佛山市,hxjd.hisense.cn,hxjdzqb@hisense.com,广东省佛山市顺德区容桂街道容港路8号,34500.0
000922.SZ,SZSE,刘清勇,姜清海,聂传波,59839.6053,19961231,黑龙江,佳木斯市,www.jemlc.com,hdjtjdgf000922@163.com,黑龙江省佳木斯市前进区长安路247号,1811.0
300776.SZ,SZSE,李志刚,李志刚,刘志波,10580.024,20080425,湖北,武汉市,www.drlaser.com.cn,dr@drlaser.com.cn;zhibo.liu@drlaser.com.cn;yanwei@drlaser.com.cn,湖北省武汉市东湖新技术开发区华师园二路5号光存储园三号厂房,295.0
000705.SZ,SZSE,陈云伟,陈富根,周黔莉,33412.3286,19930402,浙江,绍兴市,www.zjzy.com,000705@zjzy.com,浙江省绍兴市中兴中路276号现代大厦A座8-11层,1904.0
000707.SZ,SZSE,汪万新,鲁强,张雷,46414.5765,19931227,湖北,孝感市,www.hbshkj.cn,sh000707@163.com,湖北省应城市东马坊团结大道26号,1880.0
000708.SZ,SZSE,钱刚,李国忠,王海勇,504714.3433,19930518,湖北,黄石市,www.citicsteel.com,dytg0708@163.com;zxtgdm@citicsteel.com;duhe@citicsteel.com,"湖北省黄石市黄石大道316号,江苏省无锡市江阴市长山大道1号中信特钢大楼",22189.0
000709.SZ,SZSE,刘键,许斌,李卜海,1061860.7852,19970118,河北,石家庄市,www.hebgtgf.com,hbgtgf@hbisco.com;hggf@hbisco.com;liangkeying@hbisco.com,河北省石家庄市体育南大街385号,34439.0
000813.SZ,SZSE,张湧,刘伟,杜业松,224148.18,19810101,新疆,乌鲁木齐市,www.dezhanhealthcare.com,tsfz_zqb@163.com;x818@163.com;dzjkzqb@163.com;dysong@163.com,北京市朝阳区工体东路乙2号美林大厦10层,960.0
000815.SZ,SZSE,任林,任林,程晓,69526.3035,19980528,宁夏,银川市,www.China-meili.com,MLZY@CHINA-MIELI.COM;yky1662@126.com;5557@chinapaper.com,宁夏回族自治区中卫市城区柔远镇,1182.0
000816.SZ,SZSE,向志鹏,贾浚,孙晋,142450.3318,19910109,江苏,盐城市,www.jd.dongyin.com,jhdl000816@sina.com;jhdl@dongyin.com;zhny@dongyin.com,江苏省盐城市经济技术开发区希望大道南路58号,1911.0
000817.SZ,SZSE,谢文彦,张庆昌,战丽,110000.0,19980516,辽宁,盘锦市,,lhyt@vip.163.com,辽宁省盘锦市兴隆台区振兴街迎宾路13号,1524.0
000818.SZ,SZSE,蔡卫东,丁贵宝,王东冬,68989.0,19970916,辽宁,葫芦岛市,www.hangjintechnology.com,zqb@hangjintechnology.com,辽宁省葫芦岛市连山区化工街1号,4218.0
000923.SZ,SZSE,刘键,黄笃学,赵青松,65272.8961,19990629,河北,张家口市,www.hbiszy.com,hbxg2@hbxg.com;xgdsb@sina.com;zhaoqingsong@hbisco.com;jiabin@hbisco.com,河北省石家庄市裕华区体育南大街385号,4040.0
000925.SZ,SZSE,潘丽春,赵勤,何俊丽,54348.9381,19990607,浙江,杭州市,www.unittec.com,unittec@unittec.com;hejunli@unittec.com,浙江省杭州市滨江区江汉路1785号双城国际4号楼17层,1747.0
000926.SZ,SZSE,谭少群,冯东兴,汤文华,96246.2474,19930608,湖北,孝感市,www.chinafxkj.com,fxkj0926@chinafxkj.com,湖北省武汉市江汉区新华路186号福星国际商会大厦27楼,3458.0
000927.SZ,SZSE,廖家生,杜波,孟君奎,557180.1435,19970828,天津,天津市,www.tjfaw.com.cn,xiali@mail.zlnet.com.cn,天津市西青区京福公路578号一区,2293.0
000928.SZ,SZSE,陆鹏程,王建,袁陆生,125666.2942,19990415,吉林,吉林市,mecc.sinosteel.com,6813637@qq.com;entec@mecc.sinosteel.com,北京市海淀区海淀大街8号中钢国际广场26层;吉林省吉林市昌邑区江湾路2号世贸万锦10层,1884.0
000710.SZ,SZSE,高扬,周代星,金晋,35460.5865,19970414,四川,成都市,www.berrygenomics.com,000710@berrygenomics.com,北京市昌平区科技园区生命园路4号院5号楼,1681.0
000711.SZ,SZSE,杨仁贵,郝鑫,刘欣,102366.7816,19930331,黑龙江,哈尔滨市,www.kinglandgroup.com,securities@kinglandgroup.com,北京市朝阳区望京中环南路7号7栋(E楼),1504.0
000712.SZ,SZSE,张丹丹,张丹丹,罗序浩,89600.0,19970409,广东,东莞市,www.jlgf.com,jlgf000712@163.com,广东省清远市新城八号区方正二街1号锦龙大厦,1564.0
000713.SZ,SZSE,杨林,戴登安,顾晓新,43858.2129,19970416,安徽,合肥市,www.fengle.com.cn,flzq@fengle.com.cn;gxx@fengle.com.cn;zh000713@sina.com.cn,安徽省合肥市蜀山区长江西路6500号,1196.0
000715.SZ,SZSE,屈大勇,曹青,杨军,41571.894,19970425,辽宁,沈阳市,www.zxbusiness.com,zqb715@zhongxingsy.com,辽宁省沈阳市和平区太原北街86号,1505.0
000819.SZ,SZSE,王妙云,付锋,邹海波,29915.0255,19900214,湖南,岳阳市,www.yyxc0819.com,yyxczqbu@163.com;zqb@yyxc0819.com,湖南省岳阳市岳阳大道岳阳兴长大厦,634.0
000820.SZ,SZSE,吴浪,袁申鹤,董郭静,63724.5222,19930402,江西,南昌市,www.sw-es.cn,songbin@sw-es.cn;dongguojing@sw-es.cn;stocks@sw-es.cn;wangyang@sw-es.cn,江苏省南京市雨花台区安德门大街52号A座6楼,129.0
000821.SZ,SZSE,李健,李健,周家敏,53823.528,19930330,湖北,荆门市,www.jspackmach.com,xmsy02@163.com;zhaodabo0821@163.com;jiamin.zhou@jsmachine.com.cn,湖北省荆门市京山县经济开发区轻机工业园,3166.0
000822.SZ,SZSE,王永志,王永志,杨玉华,89509.1926,19980604,山东,潍坊市,www.chinahaihua.com,hhgf@wfhaihua.sina.net;shandongyyh@163.com,山东省潍坊市滨海经济技术开发区,4731.0
000823.SZ,SZSE,许统广,莫翊斌,陈东屏,53696.6,19970905,广东,汕头市,www.gd-goworld.com,csdz@gd-goworld.com,广东省汕头市龙湖区龙江路12号,6727.0
000929.SZ,SZSE,杨世江,牛东继,魏福新,18576.6,19961231,甘肃,兰州市,www.yellowriver.net.cn,yellowriver@yellowriver.net.cn;wfx0523@sina.com;huxing99yan@163.com,甘肃省兰州市城关区庆阳路219号金运大厦22层,1390.0
000930.SZ,SZSE,佟毅,李北,潘喜春,186576.3788,19980828,安徽,蚌埠市,www.cofcotech.com,zlahshstock@163.com,"安徽省蚌埠市禹会区中粮大道1号,北京市东城区建国门内大街8号中粮广场A座7层",10171.0
000931.SZ,SZSE,许钟民,侯占军,黄志宇,75312.6982,19990608,北京,北京市,www.centek.com.cn,investor@centek.com.cn,北京市朝阳区霄云路26号鹏润大厦B座22层,2255.0
000932.SZ,SZSE,曹志强,曹志强,罗桂情,612907.7211,19990429,湖南,长沙市,www.valin.cn,valinsteel@163.com;lxf1st@163.com;luogq@chinavalin.com,湖南省长沙市天心区湘府西路222号,24366.0
000933.SZ,SZSE,李宏伟,李仲远,吴长伟,190050.0,19980831,河南,商丘市,www.shenhuo.com,shenhuogufen@163.com,河南省永城市新城区光明路17号,26323.0
000935.SZ,SZSE,谢建平,黄灿文,胡军,76344.0333,19981020,四川,绵阳市,www.sc-shuangma.com,public.sm@sc-shuangma.com,四川省成都市锦江区红星路三段一号成都国际金融中心1号写字楼26楼2号,638.0
300830.SZ,SZSE,黎峰,周建朋,鲁效停,43012.5,20011205,山东,济南市,www.jxdinfo.com,jxd0531@jxdinfo.com,山东省济南市高新区历下区新泺大街1166号奥盛大厦2号楼21层东区2101,2319.0
300671.SZ,SZSE,刘景裕,刘景裕,罗琼,15765.5765,20011105,广东,深圳市,www.superchip.cn,zqb@superchip.cn,广东省深圳市福田区香蜜湖街道农园路时代科技大厦西区18楼,830.0
000716.SZ,SZSE,韦清文,刘辉,龙耐坚,74399.955,19930531,广西,玉林市,www.nanfangfood.com,nfkg008@sina.com;zmh09nf@sina.com;nfhzm000716@nfhzm.com;352323828@qq.com,广西壮族自治区南宁市双拥路36号,2379.0
000717.SZ,SZSE,李世平,,皮丽珍,241952.441,19970429,广东,韶关市,www.sgss.com.cn,sgss@baosteel.com,广东省韶关市曲江区韶钢办公楼,6664.0
000718.SZ,SZSE,张桂平,张桂平,梁永振,303463.6384,19930510,吉林,吉林市,www.suning-universal.com,suning@suning.com.cn,江苏省南京市鼓楼区广州路188号17楼;上海市普陀区丹巴路99号苏宁国际天御广场A2座7层,994.0
000719.SZ,SZSE,郭元军,林疆燕,赵国林,102320.3749,19961219,河南,焦作市,www.zyddcm.com,ddcm000719@126.com,河南省郑州市金水东路39号中国(河南)出版产业园A座,14597.0
000720.SZ,SZSE,吴永钢,张彤,刘昭营,128965.0962,19940328,山东,泰安市,www.xntsgs.com,IR@xntsgs.com;zqb@sz000720.com,江苏省南京市玄武区沧园路1号华能紫金睿谷1号楼五楼,889.0
000825.SZ,SZSE,高建兵,李华,张志君,569624.7796,19980611,山西,太原市,www.tisco.com.cn,tgbx@tisco.com.cn,山西省太原市尖草坪街2号,18985.0
000826.SZ,SZSE,文辉,李星文,张维娅,143057.8784,19931011,湖北,宜昌市,www.tus-est.com,000826@tus-est.com,湖北省宜昌市西陵区绿萝路77号,96193.0
000827.SZ,SZSE,柴永元,乔少辉,姜正民,6673.92,19941125,辽宁,大连市,,dlchangxing@sohu.com,辽宁省大连市中山区松云街26号远大大厦B座1222室,559.0
000828.SZ,SZSE,张庆文,萧瑞兴,李雪军,103951.6992,19971216,广东,东莞市,www.dgholdings.cn,dgkg@dgholdings.cn;lxj@dgholdings.cn;zxm@dgholdings.cn,广东省东莞市寮步镇浮竹山佛岭水库路侧莞深高速公路管理中心,890.0
000829.SZ,SZSE,黄绍文,刘彦,孙海龙,103267.5249,19971107,江西,赣州市,www.chinatelling.com,dongmi@chinatelling.com;liubing@chinatelling.com;ir@chinatelling.com,北京市西城区德外大街117号德胜尚城D座,3733.0
000936.SZ,SZSE,吴协恩,李满良,王宏宇,88601.2887,19911108,江苏,无锡市,www.jshuaxicun.com,chinahuaxi@263.net;wanghongyu@v-capital.cn,江苏省江阴市华士镇华西村南苑宾馆9号楼,941.0
000937.SZ,SZSE,赵兵文,赵生山,郑温雅,353354.685,19990826,河北,邢台市,www.jznygf.com,000937@jzny.com.cn;jnzy000937@sina.com;jzny000937@163.com,河北省邢台市中兴西大街191号,39806.0
000938.SZ,SZSE,于英涛,王竑弢,张蔚,286007.9874,19990318,北京,北京市,www.thunis.com,thunis@thunis.com;zw@thunis.com;gem@thunis.com,北京市海淀区清华大学紫光大楼,14484.0
000939.SZ,SZSE,孙守恩,陈义龙,涂海珠,392959.5494,19930226,湖北,武汉市,www.china-kaidi.com,kaidishengtai@kaidihi.com;107906237@qq.com,湖北省武汉市东湖新技术开发区江夏大道特一号凯迪大厦,3556.0
300633.SZ,SZSE,陈志强,吴坤祥,李浩,40383.55,20020927,广东,深圳市,www.sonoscape.com,ir@sonoscape.net,"广东省深圳市南山区粤海街道麻岭社区高新中区科技中2路1号深圳软件园(2期)12栋201,202",2369.0
300613.SZ,SZSE,杨小奇,杨小奇,冯小军,8000.064,20040416,上海,上海市,www.fullhan.com,stock@fullhan.com,上海市徐汇区宜山路717号6楼,241.0
000721.SZ,SZSE,靳文平,靳文平,梦蕾,49905.592,19961231,陕西,西安市,www.chizhuanxian.com,xcsg@xcsg.com;xalydb@163.com;897481583@qq.com,陕西省西安市曲江新区雁翔路3001号华商传媒文化中心2号楼14层,3285.0
000722.SZ,SZSE,张禹文,刘志刚,苏千里,46415.8282,19930812,湖南,长沙市,www.hnfzgf.com,hnfz@hnfzgf.com;sql@hnfzgf.com;cwy@hnfzgf.com,湖南省长沙市天心区芙蓉中路三段142号光大发展大厦B座27楼,379.0
000723.SZ,SZSE,姚锦龙,姚俊卿,朱庆华,407809.3052,19970108,山西,太原市,www.mjenergy.cn,mjenergy@mjenergy.cn,山西省太原市劲松北路31号哈伯中心12层,4644.0
000727.SZ,SZSE,周贵祥,徐国忠,吴毓臻,452956.698,19930108,江苏,南京市,www.huadongtech.com,zqb@huadongtech.com;wyz@huadongtech.com;xx@huadongtech.com,江苏省南京市栖霞区天佑路7号,4701.0
000728.SZ,SZSE,俞仕新,陈新,胡甲,436377.7891,19970606,安徽,合肥市,www.gyzq.com.cn,dshbgs@gyzq.com.cn;hujia@gyzq.com.cn.cn;yanglu@gyzq.com.cn,安徽省合肥市梅山路18号,3358.0
000831.SZ,SZSE,刘雷云,王涛,王宏源,98088.8981,19980617,山西,运城市,www.cmreltd.com,cmre@cmreltd.com;shuy@cmreltd.com;hywang@cmreltd.com,"江西省赣州市章贡区章江南大道18号豪德银座A栋14,15层",494.0
000832.SZ,SZSE,陈建斌,周景龙,王亚君,35206.9773,19930808,黑龙江,哈尔滨市,www.longdi.com,,黑龙江省哈尔滨市南岗区红旗大街242号福斯特大厦1504室,11.0
000833.SZ,SZSE,刘富华,芦玉强,赵松,66840.1851,19941005,广西,贵港市,www.yuegui.cn,000833@yueguigufen.com;gxgtgf@163.com;yggf000833@yueguigf.com,广东省广州市荔湾区流花路85号建工大厦3层,3636.0
000835.SZ,SZSE,张振伟,盛红彪,赵锐勇,32676.0374,19940119,四川,成都市,www.000835.com,sdsy@sdsycorp.com;ccdm_000835@163.com,浙江省杭州市西湖区文二西路683号西溪湿地创意产业园西区1-8号楼,92.0
000830.SZ,SZSE,张金成,,李雪莉,146486.0778,19980611,山东,聊城市,www.luxichemical.com,000830@lxhg.com,山东省聊城市高新技术产业开发区化工新材料产业园,12099.0
000948.SZ,SZSE,徐宏灿,宋卫权,赵起高,38116.5677,19981221,云南,昆明市,www.nantian.com.cn,000948@nantian.com.cn;shensh@nantian.com.cn,云南省昆明市环城东路455号,5916.0
000949.SZ,SZSE,邵长金,宋德顺,肖树彬,125765.6049,19970109,河南,新乡市,www.bailu.com,000949@bailu.cn;xiaoqj2333@163.com;xxbailu@263.net;fuyuxia70@126.com,河南省新乡市凤泉区锦园路,9218.0
000950.SZ,SZSE,刘绍云,袁泉,余涛,172818.4696,19990528,重庆,重庆市,www.cqphar.com,000950@cq-p.com.cn;jfhggf@jfhggf.com;taoraner319@163.com;jfjasmine@163.com,重庆市渝中区大同路1号,8109.0
000951.SZ,SZSE,刘正涛,靳文生,张峰,67108.08,19980928,山东,济南市,www.sinotruk.com,cnhtc000951@163.com;zhangfeng@sinotruk.com;zhangxinkc@sinotruk.com,山东省济南市市中区党家庄镇南首,7786.0
000952.SZ,SZSE,安靖,安靖,郑彬,34699.5039,19930528,湖北,黄冈市,www.guangjipharm.com,stock@guangjipharm.com;234108395@qq.com;gjyystock@163.com,湖北省武穴市江堤路1号,1383.0
000729.SZ,SZSE,谢广军,赵晓东,徐月香,281853.9341,19970708,北京,北京市,www.yanjing.com.cn,yj000729@126.com;securities@yanjing.com.cn;zqb@yanjing.com.cn,北京市顺义区双河路9号,30148.0
000730.SZ,SZSE,周洲,周洲,傅晋豫,34583.2567,19930518,辽宁,沈阳市,www.tico.cn,investor@tico.cn,北京市海淀区上地东路1号华控大厦6层,500.0
000731.SZ,SZSE,王勇,王勇,王东,59148.4352,19970609,四川,遂宁市,www.scmeif.com,mf731@tom.com;mfzqb@163.com;lushuanglion@vip.163.com,四川省德阳市旌阳区蓥华南路一段10号,2410.0
000732.SZ,SZSE,黄其森,黄其森,黄其森,248890.144,19921229,福建,三明市,www.tahoecn.com,investors@tahoecn.com;thaihot@tahoecn.com;lianghan@tahoecn.com,福建省福州市晋安区岳峰镇横屿路9号东二环泰禾城市广场2号楼20-31层,8899.0
000733.SZ,SZSE,付贤民,肖立书,孙鑫,51480.5618,19970626,贵州,贵阳市,www.czst.com.cn,zhkj9@mail.guz.cei.gov.cn;yangyf@czelec.com.cn;sunxin@czelec.com.cn,贵州省贵阳市乌当区新添大道北段268号,6665.0
000735.SZ,SZSE,徐自力,钟金雄,张慧,115151.3578,19871219,海南,海口市,www.luoniushan.com,lns@luoniushan.com;zhanghui@luoniushan.com;wanghailing@luoniushan.com,海南省海口市美兰区国兴大道5号海南大厦农信楼10楼,2229.0
000836.SZ,SZSE,徐东,傅欢平,杜翔,120845.5224,19970916,天津,天津市,www.000836.net,ir@000836.net,天津市滨海高新区华苑产业区梅苑路6号海泰大厦十六层,929.0
000837.SZ,SZSE,严鉴铂,李强,李静,69337.091,19980710,陕西,宝鸡市,www.qinchuan.com,qinchuan@qinchuan.com;zhengquan@qinchuan.com;lijing@qinchuan.com,陕西省宝鸡市姜谭路22号,9094.0
000838.SZ,SZSE,鲜先念,王福顺,陆学佳,110046.217,19961029,重庆,重庆市,www.casindev.com,songxiaozhen@casindev.com;casin@casindev.com;luxuejia@casindev.com,深圳市福田区福华路350号皇庭大厦51层,607.0
000839.SZ,SZSE,罗宁,孙璐,司增辉,391982.6352,19971014,北京,北京市,www.citicguoaninfo.com,guoan@citicguoaninfo.com;quanbo@citicguoaninfo.com;sizenghui@citicguoanbn.com,北京市朝阳区关东店北街1号国安大厦五层,19627.0
000848.SZ,SZSE,梁启朝,梁启朝,梁启朝,107641.9,19971017,河北,承德市,www.lolo.com.cn,wjh@lolo.com.cn;lolo000848@126.com;lolo@lolo.com.cn;lolozq@lolo.com.cn,河北省承德市高新技术产业开发区(西区8号),1157.0
000953.SZ,SZSE,施伟光,覃宝明,覃丽芳,36612.2195,19930703,广西,河池市,www.hechihuagong.com.cn,hchg000953@126.com;qlifang75@163.com,广西壮族自治区河池市六甲镇,200.0
000955.SZ,SZSE,于春山,于春山,李翔,53839.5,19930716,海南,澄迈县,www.xinlong-holding.com,xlkg@xinlong-holding.com;lixiang@xinlong-holding.com,海南省海口市龙昆北路2号帝豪大厦17层,889.0
000956.SZ,SZSE,孔凡群,李洪海,陈助军,87465.0,19991025,河南,郑州市,www.zyyq.com,info@zyyq.com,河南省郑州市高新技术产业开发区,4755.0
000957.SZ,SZSE,宓保伦,彭锋,王翠萍,59290.3936,19941107,山东,聊城市,www.zhongtong.com,zhongtong0957@zhongtong.com;wangcuiping@zhongtong.com;www_957@163.com,山东省聊城市经济开发区黄河路261号,5039.0
000958.SZ,SZSE,李固旺,,王浩,538341.852,19980914,河北,石家庄市,www.spichebei.com,dfrd0958@sina.com;xuhuiqiao@sohu.com,河北省石家庄市建华南大街161号,2816.0
300638.SZ,SZSE,张天瑜,应凌鹏,陈仕江,24194.6451,19991111,广东,深圳市,www.fibocom.com,zqb@fibocom.com,广东省深圳市南山区西丽街道西丽社区打石一路深圳国际创新谷六栋A座10-14层,1058.0
000736.SZ,SZSE,李永前,李永前,田玉利,69543.3689,19930203,重庆,重庆市,www.zhongjiaodichan.com,zfdc000736@163.com,重庆市渝北区洪湖东路9号财富大厦B座9楼,1092.0
000737.SZ,SZSE,黄振山,张国红,高翔林,54876.0,19960402,山西,运城市,www.nafine.com,nafine@nafine.com;nfjtzqb@163.com,山西省运城市红旗东街376号,1859.0
000738.SZ,SZSE,缪仲明,朱静波,樊文辉,114564.2349,19970620,江苏,无锡市,www.aaec.com.cn,wangxianding2008@163.com;zhdk000738@vip.163.com;fwh668@163.com,江苏省无锡市滨湖区梁溪路792号,7556.0
000739.SZ,SZSE,祝方猛,徐新良,周玉旺,117852.3492,19970506,浙江,金华市,www.apeloa.com,000739@apeloa.com;a000739@163.com,浙江省东阳市横店江南路399号,5719.0
000748.SZ,SZSE,陈小军,戴湘桃,王习发,81481.8606,19970627,湖南,长沙市,www.gwi.com.cn,gwizqb@gwi.com.cn;gwi000748@gwi.com.cn,湖南省长沙市经济技术开发区东三路5号,2271.0
000750.SZ,SZSE,何春梅,卢凯,覃力,544452.5514,19930628,广西,桂林市,www.ghzq.com.cn,dshbgs@ghzq.com.cn,广西壮族自治区南宁市滨湖路46号国海大厦,2597.0
000850.SZ,SZSE,倪俊龙,左志鹏,罗朝晖,94366.5009,19980710,安徽,安庆市,www.chinahuamao.net,hmgf@huamao.com.cn;zhh_luo@huamao.com.cn;zhsh_gao@huamao.com.cn,安徽省安庆市大观区纺织南路80号,5118.0
000851.SZ,SZSE,付景林,付景林,丁明锋,90762.9867,19940120,贵州,贵阳市,www.gohigh.com.cn,gohigh@gohigh.com.cn;sunyinghui@gohigh.com.cn;dingmingfeng@gohigh.com.cn,北京市海淀区学院路40号大唐电信集团主楼11层,1706.0
000852.SZ,SZSE,谢永金,王峻乔,周秀峰,77760.4997,19980928,湖北,武汉市,sofe.sinopec.com,security.oset@sinopec.com,湖北省武汉市东湖新技术开发区光谷大道77号光谷金融港A2座12层,5286.0
000856.SZ,SZSE,焦留军,,刘福生,22700.0,19980616,河北,唐山市,www.jdzbgc.com,tsjdzbgc@126.com,河北省唐山市曹妃甸区通岛路金隅冀东科技大厦,1756.0
000858.SZ,SZSE,曾从钦,,彭智辅,388160.8005,19980421,四川,宜宾市,www.wuliangye.com.cn,000858-wly@sohu.com;lixinyi@wuliangye.com.cn,四川省宜宾市翠屏区岷江西路150号,26348.0
000959.SZ,SZSE,赵民革,刘建辉,陈益,528938.96,19991015,北京,北京市,www.sggf.com.cn,office@sggf.com.cn;Chenyi@shougang.com.cn;sggf@sgqg.com,北京市石景山区石景山路99号,17765.0
000960.SZ,SZSE,张涛,杨奕敏,杨佳炜,166877.6379,19981123,云南,昆明市,www.ytl.com.cn,xygf000960@ytc.cn;xygfzqb@qq.com;gjlzy@126.com;gjlzy@qq.com;342748293@qq.com,云南省昆明市官渡区民航路471号,15482.0
000961.SZ,SZSE,陈锦石,陈锦石,梁洁,377963.9009,19980728,江苏,南通市,www.zhongnangroup.cn,zhongnanconstruction@zhongnangroup.cn;huandaowu@163.com;Jie.liang@zoina.cn,上海市长宁区天山西路1068号A栋9楼,42974.0
000962.SZ,SZSE,聂全新,聂全新,秦宏武,44083.2644,19990430,宁夏,石嘴山市,www.otic.com.cn,zhqb@otic.com.cn,宁夏回族自治区石嘴山市大武口区冶金路,1158.0
000751.SZ,SZSE,于恩沅,郭天立,刘建平,140986.9279,19920911,辽宁,葫芦岛市,www.hldxygf.com,xy@hldxygf.com;hld_xygf@163.com,辽宁省葫芦岛市龙港区锌厂路24号,6003.0
000752.SZ,SZSE,罗希,陈婷婷,牟岚,26375.8491,19970620,西藏,拉萨市,irm.p5w.net/000752/index.html,xzfz000752@163.com,成都市高新区天府大道北段966号天府国际金融中心4号楼9楼,273.0
000753.SZ,SZSE,赖绍雄,林阿头,林惠娟,99148.1071,19941214,福建,漳州市,www.zzdc.com.cn,zzdc753@sina.cn;axuanly@sina.cn,福建省漳州市芗城区胜利东路漳州发展广场21楼,1900.0
000755.SZ,SZSE,袁清茂,,吉喜,46926.4621,19960206,山西,临汾市,www.sxsanwei.com,sxsw@sxsanwei.com;sxsw000755@126.com;sxlqjixi@126.com;sxlq000755@163.com,山西省太原市高新技术开发区高新街17号环能科技大厦12层,413.0
000756.SZ,SZSE,张代铭,杜德平,曹长求,62185.9447,19981120,山东,淄博市,www.xhzy.com,xhzy@xhzy.com;cqcao@xhzy.com,山东省淄博市高新区鲁泰大道1号,6305.0
000859.SZ,SZSE,黄琼宜,朱亦斌,胡静,73944.973,19980923,安徽,合肥市,www.guofeng.com,IR@guofeng.com,安徽省合肥市高新技术产业开发区铭传路1000号,1182.0
000860.SZ,SZSE,李颖林,安元芝,安元芝,74176.6989,19980921,北京,北京市,www.000860.com,zhangxiaoyong@shunxinholdings.com;ayz001@sina.com;sxnygf000860@163.com,北京市顺义区站前街1号院1号楼顺鑫国际商务中心12层,4825.0
000861.SZ,SZSE,邵建明,邵建佳,吴珈乐,232544.5588,19810710,广东,广州市,www.000861.com,IR000861@126.com,广东省广州市越秀区东华南路98号海印中心,1223.0
000862.SZ,SZSE,高原,雍锦宁,李正科,70611.8997,19980628,宁夏,银川市,www.nxyxny.com.cn,lzkmlt@126.com;tombeyond@163.com;yxny000862@126.com,宁夏回族自治区银川市西夏区六盘山西路166号,625.0
000863.SZ,SZSE,许文智,王盛,童莹莹,122520.816,19940120,上海,上海市,www.sxgf.com,sxgf000863@sxgf.com,上海市杨浦区逸仙路333号,650.0
000965.SZ,SZSE,夏仲昊,侯海兴,何倩,110983.0895,19980930,天津,天津市,www.tbjijian.com,tbjijian@tbjijian.com;dongmi@tbjijian.com;tbjj000965@163.com,天津市空港经济区西五道35号汇津广场一号楼,123.0
000966.SZ,SZSE,赵虎,袁光福,刘军,110828.408,19950407,湖北,武汉市,www.cydl.com.cn,cy@cydl.com.cn;liujun@cydl.com.cn;zhoufeng@cydl.com.cn,湖北省武汉市洪山区徐东大街113号国电大厦24-29楼,3109.0
000967.SZ,SZSE,马刚,马刚,金陶陶,316306.2146,19931118,浙江,绍兴市,www.inforeenviro.com,inforeenviro@infore.com;wangyf@infore.com;wqwyf1@infore.com,广东省佛山市顺德区北滘新城区怡欣路7-8号盈峰中心23层,7146.0
